ProteinIndex,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,Score
A0A804PNQ4,0.4271809,0.268595041,0.119834711,0,-0.63,-0.219,0.266235,1
A0A804LWP4,0.457481481,0.22,0.12,0.08,-0.2,-0.301,0.45968,1
A0A3B5ZX70,0.439926502,0.256809339,0.124513619,0.157587549,1.54,0.011,0.410282,1
A0A2K3D0U4,0.455203443,0.124413146,0.309859155,0.132629108,6.67,0.036,2.75329,1
Q0J360,0.468344519,0.224832215,0,0.031879195,2.08,-0.018,0.674736,1
A0A1D6BIN9,0.452283572,0.27607362,0,0.110429448,-0.36,-0.298,0.887391,1
A0A2K3E2R6,0.470416379,0.17184265,0,0.359213251,4.88,0.598,1.29411,1
A0A3P5YBK0,0.447316001,0.264260768,0,0.084982538,1.07,-0.206,1.23315,1
A0A804PHS9,0.430319783,0.207804878,0.048780488,0.067317073,3.09,0.119,1.59843,1
A0A7I4C3Q4,0.418012422,0.327122153,0.275362319,0.113871636,1.45,-0.364,1.19027,1
A0A3B6PFY6,0.409421072,0.323624595,0.113268608,0.187702265,10.88,-0.031,1.95735,1
A0A3B5Y3M0,0.431148148,0.213333333,0.143333333,0.036666667,3.3,0.031,0.703046,1
A9S6A0,0.474703005,0.220125786,0,0.050314465,-0.11,-0.161,0.78835,1
Q0JCY7,0.457018813,0.23154848,0.063675832,0.03617945,1.23,-0.207,0.527505,1
A0A804PAX3,0.502853576,0.159711075,0,0.085874799,1.5,-0.136,1.17483,1
A0A3Q7H7R1,0.441888207,0.27607362,0.119631902,0.174846626,0.03,-0.287,0.61766,1
A0A2K1IEL1,0.461053154,0.262295082,0.002980626,0,0.41,-0.304,0.57852,1
A0A2K3DUP2,0.445123608,0.070904645,0,0.589242054,1.68,0.775,-0.111702,1
A0A0P0W3Z6,0.446773686,0.28611898,0,0.161473088,1.52,-0.298,1.07471,1
A0A3B5Y5D4,0.432032032,0.211711712,0.092792793,0.114414414,2.3,0.073,1.20713,1
A0A2K1JT08,0.413513514,0.246621622,0.14527027,0,0.61,0.084,0.21504,1
A0A2K1JXW3,0.42254179,0.32300885,0.362831858,0.086283186,0.78,-0.352,1.5313,1
A0A3B6NPU4,0.416262239,0.272030651,0.075351213,0.052362708,3.59,-0.065,0.956343,1
A0A3Q7GG83,0.46450392,0.190997567,0,0.060827251,0.35,-0.008,0.561858,1
Q60EH1,0.440740741,0.219047619,0,0.066666667,2.22,-0.156,1.49301,1
A0A0P0WG44,0.430131827,0.300847458,0.105932203,0.173728814,-1.94,-0.23,-0.100986,1
A0A3B6CBY6,0.470312197,0.24141943,0.029668412,0.047702152,2.96,-0.239,0.772177,1
B7EBN1,0.504713805,0.209366391,0,0.085399449,-0.52,-0.154,0.604837,1
A0A3B5Y2X7,0.436451425,0.293193717,0.135078534,0.036649215,3.77,-0.189,1.02567,1
A0A3B6EHR2,0.42945506,0.231847134,0.061146497,0.057324841,1.83,0.095,0.906194,1
A0A3Q7I5H7,0.462914863,0.202597403,0,0,0.85,-0.155,0.825872,1
A0A804NK36,0.420281124,0.195783133,0,0.53313253,4.94,0.109,-0.371109,1
A0A3B6LDE9,0.504455556,0.182,0.026,0.163,2.21,-0.224,1.08267,1
F4JBM4,0.521037789,0.149746193,0.096446701,0.043147208,0.23,-0.29,0.768796,1
A0A3Q7HRU2,0.443276391,0.241787122,0,0.03022339,1.44,-0.249,1.15183,1
Q6H7J8,0.441886447,0.267032967,0,0.058791209,1.03,-0.172,1.02492,1
A0A3B6IPH3,0.457316667,0.231,0.064,0.056,1.89,-0.063,1.07618,1
A8IVW2,0.450756082,0.191321499,0,0.145956607,2.17,0.107,0.102832,1
A0A3B6LM85,0.506393298,0.206349206,0.003968254,0,-0.6,-0.402,0.836882,1
A0A3Q7EYP2,0.48409734,0.203735144,0,0,0.24,-0.117,0.791241,1
A0A3Q7EJP2,0.50594152,0.191578947,0,0.122105263,5.33,0.016,0.599397,1
A0A2K1J844,0.450432542,0.234124793,0,0.076200994,2.89,-0.117,1.32454,1
Q6ZIW1,0.501641414,0.189049587,0,0.066115702,1.96,-0.232,0.681352,1
A0A3Q7G7L4,0.412249545,0.352459016,0,0,-0.03,-0.492,0.411066,1
F4JS55,0.45807771,0.288343558,0,0.17791411,-0.22,-0.486,0.342947,1
A0A3B6PLV5,0.419839291,0.321695761,0.389027431,0.221945137,2.47,-0.241,1.31244,1
Q6Z648,0.431426202,0.212686567,0.111940299,0,2.33,-0.04,0.352552,1
A0A3Q7IBH9,0.465110118,0.195230999,0,0.041728763,1.85,-0.087,0.888372,1
A0A3P6BXF8,0.423989899,0.168181818,0,0.193181818,1.88,0.059,0.962845,1
A0A3P6D3K2,0.433692977,0.290459966,0.11669506,0.063884157,2.27,-0.171,0.993049,1
A0A804MYX4,0.39863044,0.322067594,0.302186879,0.137176938,2.19,-0.267,1.03361,1
A0A1D6MDX8,0.423819337,0.230293663,0.457496136,0.040185471,2.07,-0.021,0.684195,1
Q75LK9,0.451360074,0.273858921,0.161825726,0.211618257,-0.54,-0.314,0.400137,1
O80861,0.370470085,0.388461538,0.484615385,0.169230769,0.11,-0.343,1.17138,1
A0A804MN73,0.475039345,0.192634561,0,0.028328612,0.32,-0.241,0.834579,1
A0A3B6MWU3,0.506957425,0.165109034,0,0.121495327,2.57,-0.211,0.586165,1
A0A3Q7EJ02,0.454707145,0.237350506,0,0.015639374,1.02,0.051,0.66451,1
A0A2K3DL60,0.49047619,0.121621622,0,0.471042471,2.22,0.28,0.219434,1
A0A3Q7FJG6,0.502729045,0.196491228,0,0,1.71,-0.257,0.515613,1
Q6K5K2,0.389959712,0.351145038,0.285305344,0.053435115,1.01,-0.199,1.61198,1
Q9SD22,0.454859611,0.241900648,0.11663067,0.023758099,3.04,0.041,1.04754,1
K7UVD7,0.450326797,0.26673428,0.048681542,0.012170385,1.37,-0.173,1.14059,1
A0A1P8AMF2,0.424559956,0.205445545,0,0.190594059,0.15,0.225,0.964135,1
A0A8D9GNR5,0.504199296,0.15628192,0,0.097037794,2.01,-0.018,0.805927,1
A8JBV7,0.469265757,0.315789474,0,0,-0.49,-0.601,-0.374327,1
A0A1P8B036,0.491725293,0.178894472,0,0.042211055,0.47,-0.142,0.916436,1
Q6AT30,0.394692076,0.331395349,0.29748062,0.111434109,2.14,-0.184,0.606095,1
Q8VYN4,0.410038314,0.327586207,0.151724138,0.034482759,-0.91,-0.38,0.242288,1
A0A3Q7INR8,0.459508058,0.232061069,0,0.06259542,1.28,-0.199,0.953223,1
A0A3P5ZDH5,0.45,0.297297297,0.027027027,0,-0.16,-0.334,0.486552,1
C0HE44,0.436535662,0.187772926,0.069868996,0.080786026,2.01,0.04,-0.00411654,1
A0A3Q7EIN1,0.39769392,0.293800539,0.167115903,0.167115903,0.78,-0.097,1.24101,1
A0A0P0X4N8,0.412679739,0.278431373,0.129411765,0.219607843,-0.02,-0.272,0.762,1
A9S7T3,0.462164751,0.281609195,0.048850575,0,0.71,-0.427,0.597029,1
A0A3P5ZR85,0.417569787,0.266009852,0.197044335,0.15270936,-0.1,-0.166,1.32126,1
A0A3B6C3A1,0.442368483,0.182590234,0,0,4.85,0.257,2.72178,1
A0A3Q7IL74,0.471050347,0.177734375,0,0.03515625,1.86,-0.09,0.430129,1
Q9SEX2,0.434841725,0.290630975,0.03250478,0.063097514,3.64,-0.134,0.939779,1
A0A3B5YWA5,0.393348074,0.374792703,0.288557214,0.253731343,3.01,-0.18,1.74391,1
A0A7I4CE10,NA,0.17936694,0.118405627,0.196951934,NA,0.12,2.1629,1
A0A3B6EL08,0.427141645,0.262086514,0.134860051,0.211195929,3.08,0.047,0.416701,1
A0A3P5XZA3,0.42526096,0.212943633,0,0.112734864,1.75,0.232,0.949499,1
A0A3B5YXW1,0.424224224,0.36036036,0.481981982,0.265765766,-0.89,-0.568,0.340578,1
A0A2K3DG77,0.42151149,0.196162047,0.204690832,0.373134328,5.72,0.178,2.54002,1
O22178,0.474989219,0.187580854,0,0.174644243,2.27,-0.008,1.41949,1
A0A2K1ISS5,0.473536896,0.217557252,0,0.110687023,1.06,-0.092,1.08631,1
A0A2K3CQL2,0.48104032,0.185199842,0.147605857,0.50771666,5.88,0.586,1.95119,1
A0A3B6GZG9,0.459573132,0.259887006,0,0.197740113,3.19,-0.387,0.783645,1
A0A3Q7ICW3,0.409825528,0.283057851,0.26446281,0.16322314,4.17,0.155,1.43354,1
Q9LK58,0.441843114,0.257713249,0.259528131,0.261343013,4.01,-0.029,0.564456,1
A0A3B6RI76,0.41010101,0.350649351,0,0.088311688,0.12,-0.352,0.595313,1
A0A7I4C7P8,0.488865448,0.181434599,0,0,2.29,-0.185,0.321727,1
Q9FI79,0.433116531,0.141463415,0.32195122,0.487804878,4.64,0.097,-1.2256,1
A0A3P5YID2,0.44201114,0.274406332,0,0,0.16,-0.239,0.66897,1
A0A3Q7HWH8,0.533355556,0.15,0,0.108,1.71,-0.205,0.534954,1
Q8GW20,0.462162736,0.281070746,0.005736138,0,0.31,-0.294,0.694633,1
A0A8D9M2S5,0.463448276,0.227586207,0,0,-0.26,-0.383,0.731241,1
Q9FR97,0.43074141,0.213381555,0,0.025316456,1.42,-0.171,0.582555,1
A0A2K3D0Y9,0.494502415,0.10173913,0.055652174,0.446956522,2.39,0.302,0.53742,1
A0A3B6RHW8,0.441081438,0.195845697,0,0.074183976,2.55,0.145,0.281803,1
A0A2K1IJH8,0.444817686,0.240310078,0.139534884,0,4.18,-0.06,0.953354,1
A0A2K3CSG3,0.456521739,0.236714976,0,0.061191626,0.98,-0.162,0.953534,1
A0A0P0XUK4,0.428464419,0.157303371,0,0.320224719,5.89,0.026,0.93746,1
A0A3P5YQD6,0.424096936,0.374485597,0.230452675,0.053497942,-1.64,-0.343,0.151038,1
A0A2K3E5D6,0.46435735,0.122921615,0,0.600356295,8.15,0.26,1.20152,1
A0A0P0Y005,0.459782261,0.178674352,0,0,1.67,-0.073,0.834432,1
O82116,0.461358025,0.183333333,0,0.088888889,1.75,-0.007,0.330042,1
A0A3P5XV71,0.433769063,0.305010893,0,0,0.38,-0.298,0.979148,1
A8IDI8,0.472157472,0.181818182,0,0.090909091,0.65,0.034,0.639599,1
A0A3Q7H979,0.437510767,0.248062016,0.011627907,0,-0.26,-0.354,0.722011,1
A0A2K1K079,0.426686075,0.296943231,0.31441048,0.07860262,0.73,-0.378,0.328882,1
A0A3Q7JCD3,0.511061286,0.123318386,0,0.022421525,3.33,-0.119,0.373494,1
A0A3P5ZFJ5,0.443673647,0.289267016,0.162303665,0.068062827,1.7,-0.059,1.08049,1
A0A3B6R962,0.499727162,0.151566469,0,0.077900085,0.88,-0.115,0.955004,1
Q84YR7,0.457604198,0.228882834,0,0.017257039,1.49,-0.19,1.32633,1
A0A1D6FB73,0.448002364,0.217021277,0,0,1.69,-0.114,1.04179,1
A0A3B6FIE5,0.436630824,0.216129032,0,0.067741935,-0.76,0.221,0.0910375,1
A0A3P5YN35,0.454840806,0.210526316,0,0.131578947,6.11,0.217,0.894007,1
A0A3P5ZFK8,0.440194572,0.235023041,0.141321045,0.115207373,2.73,0.192,0.712749,1
A0A3Q7F8V6,0.478926818,0.186746988,0,0,0.84,-0.171,1.667,1
A0A3Q7ENB7,0.521329046,0.151125402,0,0.090032154,0.18,-0.214,0.728366,1
A0A2K1L3Z0,0.42359522,0.233409611,0.121281465,0.100686499,2.25,-0.054,0.416391,1
A0A3Q7GFC0,0.440161884,0.296688742,0.305960265,0.067549669,0.72,-0.281,1.17434,1
B9FFC2,0.389195705,0.285996055,0.213017751,0.053254438,2.41,-0.111,1.33596,1
A0A2K3DA87,0.440488333,0.280945758,0.097357441,0.290681502,5.03,-0.142,1.58217,1
A0A0P0VHJ2,0.432605148,0.292655367,0,0,-0.31,-0.304,0.408632,1
Q7XBT1,0.399722222,0.275,0.04375,0,-1.46,-0.401,1.14778,1
A0A8D9GH57,0.460676112,0.1901566,0,0.071588367,0.48,0.104,0.111408,1
A0A3B6RQB5,0.47549176,0.200956938,0,0.162679426,0.92,-0.075,0.928083,1
P50546,0.471165008,0.236007463,0,0.029850746,1.16,-0.126,1.24244,1
A0A1D5UWV0,0.488359788,0.172619048,0,0.12202381,1.53,-0.22,0.838173,1
A0A1D6N563,0.468634509,0.218142549,0.066954644,0,2.7,-0.114,1.22704,1
A0A3Q7GEW0,0.412150747,0.34502924,0.30994152,0.14619883,1.09,-0.386,0.301634,1
A0A3P5Z2J4,0.446593109,0.294425087,0.059233449,0,0.64,-0.433,0.0780345,1
A0A397YGL7,0.465514905,0.231707317,0,0,-0.19,-0.33,0.487744,1
B6TRT5,0.473258004,0.200564972,0.076271186,0.104519774,5.3,-0.188,0.787974,1
A0A3P5Y359,0.423106689,0.328358209,0.303482587,0.199004975,1.96,-0.232,0.468583,1
A0A2K3DF98,0.464571429,0.148571429,0,0.22,4.67,-0.003,-0.204667,1
A0A8D9MCS9,0.483891213,0.216527197,0.032426778,0.055439331,-0.23,-0.253,0.663383,1
A8I8B1,0.477209099,0.208661417,0.11023622,0.051181102,0.07,-0.183,0.784086,1
A0A804R3P7,0.410601719,0.326647564,0,0.091690544,-1.27,-0.275,0.632869,1
A0A0P0YAB3,0.463953156,0.249357326,0.161953728,0.185089974,0.91,-0.25,1.02216,1
A0A2K1JQB7,0.436111111,0.194852941,0,0.025735294,3.71,-0.16,0.862137,1
A0A3Q7HRN9,0.421152843,0.307511737,0.14084507,0.112676056,-0.19,-0.189,0.0748818,1
A0A3Q7FAE5,0.45587484,0.166666667,0.235632184,0,2.45,0.018,0.529514,1
A0A1D6N9G4,0.450346281,0.227642276,0,0.01897019,1.25,-0.002,0.583683,1
A0A8D9H0E1,0.438486312,0.308488613,0,0.089026915,1.21,-0.458,0.933817,1
A0A3B6LZ59,0.414448793,0.221135029,0.037181996,0.108610568,4.14,0.038,1.43223,1
A0A8D9DJM8,0.432833333,0.273333333,0.028333333,0.076666667,0.82,-0.167,1.27833,1
A0A3B6TRA1,0.416477541,0.272340426,0.231914894,0.2,4.14,-0.122,0.554426,1
A0A2K1LB69,0.473636875,0.227655987,0,0,-0.1,-0.222,0.873474,1
A0A3P5YNM9,0.422496345,0.296052632,0.014802632,0.116776316,3.06,-0.022,0.433315,1
A0A3Q7E953,0.443755221,0.255639098,0,0.031328321,1.23,-0.025,1.17274,1
A0A1P8AU48,0.407642563,0.14021164,0.021164021,0.092592593,3.8,0.44,1.00172,1
A8HM84,0.379166667,0.3875,0.78125,0.1875,-0.59,-0.521,0.958761,1
A0A804Q727,0.472796935,0.120689655,0,0.120689655,2.63,0.116,-0.694339,1
A0A3P6BCL5,0.475,0.211538462,0.115384615,0.067307692,0.26,-0.376,0.867838,1
A0A804QGI5,0.478677058,0.145683453,0,0.09352518,2.07,0.105,0.895134,1
A0A2K3DRE9,0.456031128,0.231906615,0.00233463,0.383657588,5.12,0.349,0.688099,1
A0A3Q7GBC1,0.414738646,0.300771208,0.12596401,0,-0.02,-0.288,0.542076,1
A0A2K3DC99,0.462357488,0.149565217,0.048695652,0.427826087,6.65,0.501,2.11307,1
A0A804P495,0.460458937,0.252173913,0,0.065217391,-0.76,-0.434,0.545409,1
A0A804N3B2,0.429606625,0.236024845,0,0.080745342,2.77,-0.182,0.83631,1
A0A2K1KP40,0.43517969,0.326409496,0.15727003,0.139465875,0.42,-0.411,1.21382,1
A0A2K3E446,0.482171525,0.188212928,0.049429658,0.172053232,2.3,0.03,1.45688,1
A0A3Q7FIK0,0.441605839,0.292457421,0.018491484,0.086618005,2.55,-0.136,0.890659,1
A0A3Q7EQB6,0.493570929,0.169811321,0,0.040880503,2.21,-0.216,0.433102,1
Q6ZB17,0.389090909,0.389090909,0.589090909,0.32,1.33,-0.422,0.88236,1
A0A3Q7G0G0,0.557880056,0.133891213,0,0.054393305,0.42,-0.128,0.481521,1
A0A3P5YY17,0.403258145,0.30075188,1,0.387218045,0.12,-0.289,0.238677,1
K7UNB8,0.424599909,0.211248285,0.065843621,0.093278464,1.71,0.032,0.895527,1
Q10QT4,0.410010482,0.297169811,0.268867925,0,-0.6,-0.224,0.488626,1
A9SS17,0.475540515,0.219966159,0,0.052453469,3.84,-0.102,1.18494,1
A8IMV2,0.454040404,0.228956229,0.033670034,0.04040404,2.22,-0.113,0.67423,1
A0A3Q7FSG9,0.403494837,0.320889595,0.38522637,0.092136616,1.03,-0.276,1.09635,1
A0A2K1IKD3,0.424774426,0.226218097,0.410672854,0.146171694,3.32,0.05,0.929439,1
A0A3Q7H5L5,0.445641026,0.187692308,0.110769231,0.070769231,1.57,-0.06,0.86065,1
A0A096PNH6,0.422175926,0.320833333,0.266666667,0.070833333,-0.49,-0.27,-0.216641,1
Q5N9S5,0.438218248,0.301043219,0.077496274,0.110283159,1.08,-0.345,0.781489,1
A0A2K3CNT5,0.483460827,0.17555938,0.102122777,0.255593804,16.85,0.185,2.08132,1
Q5Q0E7,0.443188952,0.350282486,0.073446328,0.073446328,-1.19,-0.487,0.368136,1
Q6ASS4,0.421639981,0.31441048,0.209606987,0.179039301,-1.72,-0.104,-0.119102,1
K0J6J7,0.444868657,0.265051395,0.037444934,0.054331865,3.55,-0.155,0.996512,1
A0A3Q7ENQ9,0.401467136,0.302816901,0.146126761,0.169014085,2.75,-0.167,1.20966,1
A0A2K1L904,0.426822157,0.282798834,0.454810496,0.253644315,-0.49,-0.184,0.380028,1
Q6L548,0.438540917,0.226781857,0,0.025917927,0.24,-0.176,0.863787,1
A0A2K1JJE4,0.418785311,0.309322034,0.18220339,0.211864407,1.92,-0.284,1.22722,1
Q7X7E9,0.438796436,0.287443268,0.204236006,0.091527988,1.51,-0.112,0.906618,1
A0A3B6C1H2,0.425577714,0.179487179,0,0.247863248,3.12,0.122,1.19463,1
Q8VXV4,0.429994903,0.311926606,0.194954128,0.139908257,0.5,-0.346,0.216527,1
A0A804PT82,0.433279786,0.227309237,0.020080321,0.032128514,1.99,0.01,1.13974,1
A0A3P5Y2S9,0.437794613,0.218434343,0.032828283,0.066919192,3.3,0.081,1.34864,1
A0A3B6PSA7,0.456988375,0.218978102,0.02919708,0.245742092,2.79,0.035,-3.27E-05,1
Q5XEN2,0.441380887,0.255144033,0,0.086419753,-0.04,-0.27,0.899039,1
B6TPS1,0.438223661,0.307443366,0.087378641,0.106796117,0.63,-0.278,0.355639,1
A0A3B5Y1S5,0.489853874,0.131513648,0,0.11662531,2.23,0.024,1.22594,1
A0A3Q7JB48,0.496376376,0.190990991,0,0.048648649,0.76,-0.113,0.548692,1
A0A2K3DV32,0.486079759,0.141083521,0.009029345,0.310383747,9.95,0.211,1.45722,1
A0A804LLF3,0.41696293,0.223446452,0.381225209,0.144997796,3.64,0.09,1.76227,1
B7F3Z8,0.457351533,0.13362069,0.086206897,0.084051724,5.17,0.236,1.51163,1
A0A3Q7IBR2,0.420589407,0.304659498,0,0.103942652,-0.58,-0.315,0.502577,1
A0A3B6HUF4,0.437067395,0.289617486,0.210382514,0.199453552,1.07,-0.229,1.16789,1
A0A804RGL0,0.429354148,0.214876033,0.132231405,0.258953168,3.28,-0.17,1.68956,1
A0A2K1INQ1,0.414747475,0.309090909,0.3,0.063636364,-0.87,-0.331,0.0795047,1
A0A2K1JLA9,0.39051332,0.315789474,0.239766082,0.099415205,-0.14,-0.384,2.42013,1
A0A3Q7HHV4,0.510146239,0.226594301,0,0,-0.04,-0.311,0.599544,1
A0A2K1INI9,0.480937724,0.226223453,0,0.059095106,1.35,-0.182,1.48945,1
Q0WVF5,0.456552538,0.268004723,0.096812279,0.113341204,5.14,0.051,0.846912,1
A0A2K3DR44,0.460418135,0.16807611,0.125792812,0.299154334,6.14,0.013,0.260943,1
Q56YP1,0.396857464,0.234343434,0.277777778,0.125252525,5.24,0.186,1.53488,1
A0A3B6QJG5,0.342894057,0.337209302,0.994186047,0.5,5.13,-0.21,3.02167,1
A0A7I3ZAT2,0.396154314,0.323110624,0.529025192,0.152245345,2.99,-0.021,1.35065,1
A0A3B6RI71,0.378497526,0.222672065,0.991902834,0.153846154,3.78,0.005,2.0972,1
Q940A7,0.410135025,0.092240117,0.092240117,0.453879941,3.19,0.83,0.374589,1
A0A2K1JX58,0.468478261,0.179347826,0,0.070652174,0.37,-0.064,0.677089,1
A0A0P0Y0B7,0.405449398,0.292993631,0.624203822,0,-0.86,-0.294,-0.0875418,1
Q0JLE6,0.427318145,0.235611511,0.09352518,0.064748201,1.2,-0.013,0.878897,1
A0A8D9I773,0.431761518,0.3,0.17804878,0,-0.31,-0.177,0.750304,1
K7UL24,0.455437072,0.20971564,0,0.017772512,1.48,-0.128,0.692232,1
A0A3Q7IW06,0.46424776,0.233404711,0,0.04496788,2.02,-0.169,0.938865,1
Q655C3,0.499710648,0.03125,0,0.833333333,9.1,0.26,1.52431,1
A0A2K3D1J5,0.416656971,0.340314136,0.085514834,0.179755672,0.42,-0.101,0.52053,1
P10582,0.45534027,0.280947255,0.026910657,0.076426265,0.32,-0.324,0.810157,1
B4FC42,0.48385153,0.197396963,0,0.082429501,0.74,-0.177,0.80083,1
A0A3B6QFX4,0.501134468,0.171921922,0,0.081831832,1.09,-0.149,0.993425,1
A0A0N7KF55,0.455832564,0.232686981,0,0.091412742,1.75,-0.008,0.648779,1
Q8RXT5,0.390232822,0.361158433,0.238500852,0.068143101,0.88,-0.347,0.99287,1
A0A3Q7J4M9,0.416402116,0.228571429,0,0.047619048,-0.45,0.073,0.596735,1
K7VQ97,0.444156592,0.321243523,0.134715026,0.21761658,0.47,-0.288,0.10685,1
A0A3Q7HBK4,0.48025684,0.209045226,0,0.031155779,0.91,-0.142,1.17939,1
B4F8Z1,0.488486895,0.20260492,0.088277858,0.140376266,3.29,0.015,-0.0498885,1
A0A3B5XW94,0.489901412,0.172661871,0,0.052757794,1.07,-0.252,0.39705,1
A0A7I4A3F5,0.400101937,0.354418155,0.283920811,0.191694833,2.2,-0.265,1.59485,1
A0A2K1IX41,0.460769507,0.245954693,0,0.014023732,2.16,-0.164,1.24199,1
A0A3B6SL76,0.505734767,0.158602151,0,0.040322581,1.62,-0.184,0.373037,1
F4J3A9,0.420607375,0.338394794,0.210412148,0.123644252,0.06,-0.411,1.05721,1
A0A8D9M8T2,0.484402516,0.147169811,0,0.158490566,4.65,0.185,1.1408,1
A0A3B6AWS1,0.447407407,0.264646465,0.076767677,0.066666667,1.21,0.095,0.668513,1
Q0WUQ1,0.419135802,0.295321637,0.131578947,0.128654971,4.05,-0.106,1.20291,1
Q9LZC3,0.460873863,0.266903915,0,0.023131673,0.42,-0.363,0.722256,1
A0A2K3DIT4,0.458199977,0.219611849,0.004596527,0.370531154,2.58,0.265,0.500355,1
Q7EZV3,0.433034648,0.306451613,0,0.166666667,-1.18,-0.321,-0.156314,1
A0A8D9GFW8,0.464398097,0.192096597,0,0.014270033,2.14,-0.133,1.31074,1
A0A8D9H7X1,0.450696185,0.245614035,0,0,0.59,-0.18,0.670783,1
A0A1D5UMH1,0.463478119,0.273792094,0,0.122986823,0.39,-0.338,0.669395,1
A0A3P6BFB5,0.406948447,0.268011527,0.18443804,0.213256484,3.05,-0.06,1.4681,1
A0A3Q7F1B0,0.406854257,0.337662338,0.662337662,0.253246753,-1.39,-0.596,-0.0815793,1
A0A3B6EPG2,0.459157389,0.212180747,0,0.088408644,1.26,-0.167,0.813539,1
A0A2K3DPS7,0.455612536,0.292307692,0.164102564,0.082051282,-0.47,-0.429,0.827212,1
F4JJD6,0.42562592,0.304860088,0,0,0.22,-0.424,0.584091,1
A0A804Q321,0.456849508,0.225316456,0,0.101265823,1.19,-0.015,0.627511,1
A0A494G947,0.406552707,0.275641026,0.692307692,0.070512821,3.98,-0.272,1.21591,1
A0A1D6RQA5,0.429486206,0.302961276,0.061503417,0,-0.62,-0.345,0.473892,1
B4FTV9,0.464416667,0.305,0,0.035,-0.13,-0.42,0.515613,1
A0A2K3DV20,0.440138626,0.270321361,0.085066163,0.187145558,3.04,-0.146,1.497,1
A0A8D9CVJ6,0.402134213,0.186138614,0.211881188,0.025742574,1.18,0.287,0.371256,1
A0A3B6RKL4,0.436358223,0.269024652,0.078242229,0.050375134,0.88,-0.233,0.969036,1
A0A3B5XU30,0.498233783,0.190751445,0,0.072254335,2.66,-0.316,0.350494,1
B9G9S5,0.43772146,0.254487856,0,0.201689546,2.67,-0.12,1.19577,1
A0A3P6DL03,0.578063689,0.117125111,0.025732032,0.133984028,2.67,-0.028,-0.260534,1
A0A1D5UJQ4,0.400934579,0.397196262,1,0.523364486,-0.28,-0.667,-0.226034,1
Q6Z1Z8,0.418744164,0.242997199,0.229691877,0.120448179,4.28,0.271,1.04222,1
Q7X9A6,0.492292292,0.184684685,0,0.054054054,-0.3,-0.302,0.365196,1
A0A1D6M4L8,0.43045449,0.269018743,0,0.220507166,5.28,0.145,0.701821,1
Q9LTE6,0.390416359,0.261640798,0.130820399,0.152993348,3.74,0.212,1.50902,1
A0A804U9G5,0.449228395,0.287698413,0,0.05952381,3.75,-0.215,0.487091,1
A0A3Q7I824,0.439491299,0.257028112,0.128514056,0.034136546,1.35,-0.181,1.3208,1
A0A398ARA0,0.432424509,0.269129288,0.134564644,0.070360598,1.23,-0.208,1.26758,1
Q9C615,0.44019765,0.290865385,0.079326923,0.149038462,0.83,-0.146,0.497399,1
A0A2K3DND2,0.450438674,0.244303127,0.406465289,0.481717011,6.96,0.268,2.78039,1
Q94H92,0.460716846,0.229032258,0,0.087096774,0.32,-0.259,1.30065,1
A0A3B6H4T1,0.410674811,0.159685864,0,0.269633508,2.21,0.709,1.59488,1
Q8LRK8,0.446855653,0.322580645,0,0.108504399,1.68,-0.314,0.866825,1
A0A3B6C8P3,0.383650501,0.320441989,1,0.348066298,6.57,-0.142,2.16737,1
A0A2K3E5N8,0.437735849,0.224056604,0.181603774,0.158018868,3.08,-0.055,0.319554,1
A0A2K1J465,0.438333333,0.283333333,0,0,-0.79,-0.469,0.475117,1
C4J182,0.373160973,0.299168975,1,0.199445983,3.2,-0.127,1.00332,1
A0A3Q7ENX7,0.385734954,0.294270833,0.638020833,0.3046875,2.38,-0.158,1.00818,1
A0A3B5XZ47,0.439245014,0.3125,0.115384615,0.060897436,1.76,-0.33,1.21085,1
A0A3P5Y7B5,0.469437783,0.229016787,0.029976019,0.037170264,1.48,-0.082,0.957062,1
F4J3S1,0.389879565,0.311188811,0.132867133,0,-0.03,-0.152,0.952064,1
A0A3Q7IG87,0.449583333,0.283333333,0,0.083333333,-0.83,-0.452,0.436157,1
A0A3Q7EHB2,0.441573356,0.273901809,0.15374677,0.103359173,5.13,0.158,1.62522,1
Q75HV8,0.480550934,0.202995008,0,0.026622296,1.94,-0.151,1.28534,1
A0A3B5Y2R6,0.440608466,0.245238095,0.238095238,0.192857143,3.22,-0.205,1.20933,1
A0A1P8B770,0.437395937,0.241758242,0.096903097,0.057942058,1.93,-0.03,1.26943,1
Q8GSF0,0.463008547,0.273846154,0,0.147692308,1,-0.438,1.04782,1
A0A2K3E6M7,0.430868545,0.200704225,0.320422535,0.397887324,6.5,0.023,1.0713,1
Q5NB85,0.446367827,0.230329041,0.037195994,0.038626609,0.55,-0.188,0.597535,1
A0A098,0.464323103,0.139186296,0,0.67130621,5.21,0.714,1.01535,1
C4JBR0,0.3607167,0.348884381,0.843813387,0.111561866,3.58,-0.238,1.39934,1
A0A397ZUS5,0.407037643,0.255319149,0.085106383,0.126022913,3.73,0.085,0.808932,1
A0A3B6C584,0.475262308,0.212469734,0.007263923,0.027845036,2.64,-0.019,0.956,1
A0A3P5YYK6,0.501698205,0.192139738,0,0,0.56,-0.302,0.655559,1
A0A2K1K7K5,0.430113379,0.212244898,0,0.157142857,1.53,0.16,0.200158,1
