UniprotEntry,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,temp,RAV,Score
A0A2K1JQV0,0.436398467,0.316091954,0.212643678,0.183908046,0.32,-0.441,0.0425866,0.294148333,0.665734095,1
A0A2K1JQW8,0.486090067,0.134469697,0,0,1.52,0.013,1.02985,0.196635,0.252415356,1
A0A2K1JR27,0.447027027,0.2,0.156756757,0.113513514,2.02,0.073,0.804783,0.3134,0.335245153,1
A0A2K1JR34,0.447266314,0.180555556,0.017857143,0.083333333,5.32,0.185,1.85842,0.355566667,0.74416356,1
A0A2K1JR70,0.426028807,0.333333333,0.972222222,0.231481481,,-0.492,-0.0722354,0.480466667,0.474280856,1
A0A2K1JRK7,0.44303351,0.219047619,0.114285714,0.092063492,1.08,-0.245,0.956915,0.120975667,0.501457799,1
A0A2K1JRZ2,0.38683908,0.367241379,0.631034483,0.524137931,12.43,0.072,2.54332,0.023980583,0.732946381,1
A0A2K1JS57,0.442436323,0.19269103,0.053820598,0.07641196,5.13,0.112,1.97594,0.219362167,#N/A,1
A0A2K1JS92,0.453899926,0.182119205,0.182119205,0.158940397,5.44,-0.065,1.31928,0.292584333,0.57488296,1
A0A2K1JT30,0.406960913,0.235177866,0.373517787,0.108695652,1.02,0.077,0.848121,0.456138333,0.766035085,1
A0A2K1JT90,0.460064412,0.253623188,0,0,,-0.337,0.0169562,0.220266667,0.623715292,1
A0A2K1JTF1,0.467258795,0.247648903,0,0.072100313,0.77,-0.275,0.165544,0.566106667,0.592070687,1
A0A2K1JTG2,0.50298421,0.174706649,0,0.054758801,1.12,-0.167,0.687168,0.0070575,0.295306504,1
A0A2K1JTJ3,0.472983644,0.187817259,0,0.228426396,0.85,-0.189,1.48066,0.062956833,0.527264469,1
A0A2K1JTY1,0.362693463,0.417879418,1,0.212058212,1.39,-0.39,0.825692,0.015308417,0.582540171,1
A0A2K1JUH4,0.526177024,0.144067797,0,0,,-0.13,-1.52918,0.351733333,0.504071782,1
A0A2K1JUL6,0.438113695,0.294573643,0.131782946,0,-0.9,-0.4,0.687935,0.098649833,0.442487483,1
A0A2K1JUP4,0.46998557,0.227272727,0.038961039,0.363636364,-0.61,-0.248,-0.0286197,0.273013333,0.61442927,1
A0A2K1JUP7,0.429708853,0.331550802,0.983957219,0.251336898,1.13,-0.495,-0.921647,0.076005,0.686446069,1
A0A2K1JUQ8,0.455668168,0.298986486,0.217905405,0.228040541,-0.11,-0.363,0.5335,0.054274333,0.517798448,1
A0A2K1JUT6,0.374612403,0.340116279,1,0.389534884,4.31,-0.238,1.84383,0.144343333,0.766193022,1
A0A2K1JV19,0.457375887,0.210638298,0.089361702,0.114893617,0.19,0.53,0.557088,0.236903333,0.357340335,1
A0A2K1JV47,0.380281148,0.168110919,0.717504333,0.318890815,4.55,0.577,1.70978,0.099946417,0.737039967,1
A0A2K1JV59,0.453615673,0.208297321,0.009507347,0.06741573,2.97,0.116,0.902387,0.128264167,0.564833805,1
A0A2K1JV80,0.412120451,0.239351677,0.310968715,0.158688277,4.82,0.277,2.23206,0.124935,#N/A,1
A0A2K1JV83,0.422613936,0.216949153,0.014915254,0.060338983,2.55,0.101,1.41872,0.225810233,#N/A,1
A0A2K1JV86,0.487355556,0.192,0,0.126,1.11,-0.202,0.076842,0.200748333,0.421756234,1
A0A2K1JV93,0.405755318,0.370262391,0.720116618,0.132167153,2.68,-0.157,0.519337,0.07262675,0.647329679,1
A0A2K1JV97,0.459051822,0.207739308,0.060081466,0.089613035,1.79,0.065,1.14507,0.209023333,0.650091348,1
A0A2K1JVD6,0.422423835,0.3125,0.473790323,0.189516129,3.56,-0.079,1.41031,0.08823,#N/A,1
A0A2K1JVE9,0.461940837,0.097402597,0.162337662,0.457792208,11.32,0.365,3.59839,0.062331833,0.835399143,1
A0A2K1JVG1,0.422078389,0.242718447,0.038834951,0.093851133,2.1,-0.109,-0.185604,0.21954,0.755019724,1
A0A2K1JVH6,0.495618153,0.235915493,0,0,-0.5,-0.328,-0.265827,0.471816667,0.488899218,1
A0A2K1JVL4,0.464170692,0.21557971,0.025362319,0.086956522,2.71,0.022,0.871023,0.277749,0.658332453,1
A0A2K1JVL9,0.494288681,0.140186916,0.074766355,0,,-0.265,-0.901032,0.075998333,0.469607549,1
A0A2K1JVM3,0.408930426,0.313084112,0.355140187,0.299065421,1.29,-0.278,1.49115,0.096966,0.65757816,1
A0A2K1JVN1,0.42617304,0.173311635,0.106590724,0.171684296,2.51,0.315,1.5049,0.073898667,0.696411895,1
A0A2K1JVR4,0.484969332,0.220427005,0,0.051548375,2.69,-0.095,1.21472,0.047851167,#N/A,1
A0A2K1JVT5,0.450461133,0.229249012,0.181818182,0.075098814,-0.28,-0.213,-0.0379473,0.149028333,0.613366054,1
A0A2K1JW21,0.402424242,0.156363636,0.543636364,0.209090909,6.13,0.293,1.04228,0.06530465,0.763544005,1
A0A2K1JW55,0.493471035,0.164529915,0.036324786,0.108974359,1.79,0.099,1.33217,0.148731333,0.555556016,1
A0A2K1JW60,0.416532022,0.190727081,0.055848261,0.317175975,7.81,0.402,3.53441,0.063970617,0.722602387,1
A0A2K1JW63,0.419798316,0.235636969,0.275603664,0.148209825,5.82,0.211,2.01522,0.27741,0.741266798,1
A0A2K1JX90,0.445009416,0.196610169,0,0.101694915,1.63,0.167,0.405969,0.282563333,0.691715199,1
A0A2K1JXE7,0.475960129,0.213720317,0,0,1.25,-0.229,0.373886,0.29611,0.41945065,1
A0A2K1JXF9,0.401557632,0.130841121,0.242990654,0.38317757,2.54,0.816,-0.201318,0.099353333,0.698676914,1
A0A2K1JXH2,0.449853801,0.25,0.802631579,0.289473684,0.16,-0.245,-0.665262,0.363516667,0.696490937,1
A0A2K1JXI7,0.459422059,0.166666667,0,0.142857143,5.39,0.314,1.55019,0.165346,0.549957618,1
A0A2K1JXJ6,0.457758412,0.261437908,0.008714597,0.080610022,3.07,-0.105,0.91276,0.1060385,0.510574887,1
A0A2K1JXR2,0.458122818,0.188539741,0.073937153,0.28650647,2.07,0.322,0.158732,0.063283667,0.617652949,1
A0A2K1JXR7,0.498602989,0.137426901,0,0.096491228,1.76,-0.203,0.887604,0.687233333,0.367879553,1
A0A2K1JXS5,0.446483497,0.216174184,0,0.102643857,4.07,0.328,1.09183,0.065022833,0.53288214,1
A0A2K1JY15,0.384654127,0.318223867,0.19426457,0,1.93,-0.122,1.69889,0.044245717,0.618255568,1
A0A2K1JY30,0.435434174,0.298319328,0.100840336,0.180672269,-0.63,-0.278,0.176684,0.490566667,0.590654905,1
A0A2K1JYA0,0.484287582,0.178823529,0,0,2.24,-0.053,0.82254,0.181283333,0.42878662,1
A0A2K1JYB2,0.489197531,0.169191919,0,0.02020202,1.45,-0.165,0.65368,0.640266667,0.344718038,1
A0A2K1JYG8,0.400824219,0.242510699,0.049928673,0.213980029,4.48,0.409,2.07838,0.110820033,0.791606659,1
A0A2K1JYI2,0.41503876,0.210852713,0,0.051162791,3.48,0.197,0.664069,0.346303333,0.767820329,1
A0A2K1JYK7,0.424489796,0.360544218,0.598639456,0.183673469,-0.52,-0.493,0.555226,0.337866667,0.470069503,1
A0A2K1JZ67,0.482887267,0.208029197,0,0.072992701,-0.13,-0.197,0.576936,0.461715,0.560166603,1
A0A2K1JZ68,0.456275498,0.177105832,0,0.190064795,4.2,0.413,1.19295,0.495,0.709781897,1
A0A2K1JZA1,0.45988604,0.225641026,0,0.092307692,1.02,-0.39,0.23216,0.336916667,0.685446393,1
A0A2K1JZH8,0.464380952,0.268571429,0,0.085714286,-1.01,-0.465,-1.03369,0.346016667,0.566180799,1
A0A2K1JZM3,0.494824962,0.232876712,0.047089041,0.047945205,1.16,-0.245,0.251599,0.26088,0.39230555,1
A0A2K1JZT0,0.439710333,0.147859922,0.175097276,0.387159533,3.26,0.138,2.03429,0.126394167,0.830122254,1
A0A2K1JZV7,0.457841727,0.267625899,0.171223022,0.168345324,2.76,-0.186,1.77465,0.031277683,0.443122994,1
A0A2K1JZZ4,0.445283318,0.116809117,0,0.165242165,5.62,0.242,2.12735,0.367261667,0.790425571,1
A0A2K1JZZ9,0.415061728,0.20617284,0.367901235,0.311111111,6.86,0.449,2.02084,0.300908333,0.770576492,1
A0A2K1K053,0.420526696,0.146103896,0.474025974,0.694805195,6.26,0.347,1.51376,0.195351667,0.762802012,1
A0A2K1K0C7,0.5001628,0.172161172,0,0.120879121,1.23,-0.244,0.362925,0.371995,0.560682287,1
A0A2K1K0D5,0.514571319,0.166089965,0,0.079584775,0.76,-0.299,0.24268,0.301805,0.56624998,1
A0A2K1K1I3,0.429282869,0.241035857,0.035856574,0.11752988,2.3,0.242,0.813931,0.298408333,0.760604421,1
A0A2K1K1L0,0.397652116,0.321428571,0.06547619,0.279761905,1.22,-0.111,1.26961,0.497642833,0.69954987,1
A0A2K1K1L4,0.452375201,0.221014493,0,0.02173913,2.57,-0.231,0.560437,0.153443333,0.288717137,1
A0A2K1K1N9,0.325113589,0.330855019,1,0.171003717,3.2,-0.188,2.49498,0.497481667,0.899896238,1
A0A2K1K1T2,0.443975469,0.233766234,0.162337662,0,0.44,-0.333,0.423856,0.143958333,0.490913492,1
A0A2K1K1T3,0.475761035,0.17380137,0,0.090753425,1.6,-0.024,0.368969,0.641166667,0.420208883,1
A0A2K1K1W6,0.473919579,0.18940248,0.077790304,0.146561443,3.4,0.174,0.380437,0.078178833,0.471211809,1
A0A2K1K1Z2,0.471863426,0.194270833,0,0.1578125,5.48,0.392,2.07354,0.0308095,#N/A,1
A0A2K1K1Z3,0.445673809,0.135932561,0.291886196,0.226554268,3.81,0.324,1.29037,0.151836,0.843572946,1
A0A2K1K229,0.466050974,0.18685567,0.046391753,0.18492268,5.75,0.588,0.909689,0.074478,#N/A,1
A0A2K1K239,0.469550153,0.192389006,0,0.155391121,5.81,0.441,2.09519,0.0299045,#N/A,1
A0A2K1K246,0.477011494,0.216091954,0,0.048275862,0.64,-0.133,0.982382,0.4345,0.493565037,1
A0A2K1K255,0.480870871,0.194594595,0,0.032432432,1.39,-0.176,0.620486,0.089821833,0.35360162,1
A0A2K1K297,0.516666667,0.09375,0,0.145833333,-0.31,0.018,-0.845997,0.039104167,0.433286645,1
A0A2K1K2G8,0.445171888,0.126715945,0.195353749,0.197465681,5.43,0.332,1.26557,0.157751667,0.829598156,1
A0A2K1K2L4,0.438322938,0.132016632,0.413721414,0.307692308,5.04,0.414,1.47419,0.261615667,0.846037821,1
A0A2K1K2L6,0.345291902,0.25,0.847457627,0.474576271,11.54,0.265,6.1842,0.033945417,0.848819656,1
A0A2K1K2P8,0.396386356,0.151975684,0.042553191,0.26443769,0.32,0.196,0.148081,0.182885167,0.833530147,1
A0A2K1K331,0.461668465,0.129449838,0.184466019,0.411003236,7.43,0.353,2.19001,0.119158833,0.598039274,1
A0A2K1K351,0.430904596,0.231020942,0.14986911,0.120418848,4.57,-0.07,1.54904,0.338208667,#N/A,1
A0A2K1K3I6,0.445484811,0.138576779,0.168539326,0.153558052,3.48,0.139,1.30243,0.155891667,0.504625026,1
A0A2K1K3I7,0.432795887,0.19873817,0.059936909,0.130389064,4.77,0.199,2.03909,0.1041102,0.67055732,1
A0A2K1K3R4,0.487049987,0.198135198,0,0.179487179,4.29,0.007,0.594742,0.319356667,0.568285484,1
A0A2K1K3Y9,0.490747549,0.194852941,0,0.025735294,0.49,-0.169,1.19724,0.56445,0.356887307,1
A0A2K1K3Z7,0.456615385,0.243076923,0.403076923,0.329230769,2.11,-0.257,-0.23278,0.536535,0.722976317,1
A0A2K1K424,0.457767722,0.213574661,0.03438914,0.064253394,1.68,0.058,0.977237,0.212211667,0.392891634,1
A0A2K1K459,0.458737374,0.254545455,0,0.218181818,-0.56,-0.303,0.431224,0.304583333,0.592884682,1
A0A2K1K469,0.398841523,0.185927067,0,0.114535182,3.11,0.377,1.41093,0.024854633,#N/A,1
A0A2K1K4D7,0.46620017,0.198473282,0,0,-0.07,-0.204,-0.212443,0.559516667,0.525409485,1
A0A2K1K4G9,0.47833002,0.17693837,0,0,1.43,-0.232,0.640889,0.0644335,0.30994363,1
A0A2K1K4J1,0.434043727,0.207324643,0,0.065176909,2.63,0.163,1.19971,0.150976167,#N/A,1
A0A2K1K4J9,0.445056925,0.258106355,0,0.052529183,1.04,-0.057,0.832112,0.21579,#N/A,1
A0A2K1K4N0,0.471549894,0.312101911,0.363057325,0.171974522,0.44,-0.545,0.232111,0.43924,0.388333821,1
A0A2K1K5Y1,0.431072125,0.239473684,0,0.060526316,3.6,0.103,0.906096,0.069494667,0.581952251,1
A0A2K1K5Y2,0.460753086,0.162222222,0,0.215555556,3.87,0.5,1.03034,0.085271617,0.679079704,1
A0A2K1K5Y3,0.430887904,0.147710487,0.081240768,0.347119645,5.88,0.444,1.32342,0.148597667,0.800408685,1
A0A2K1K5Z7,0.425106673,0.156682028,0.619047619,0.420890937,4.84,0.258,1.4467,0.211463333,0.802207306,1
A0A2K1K617,0.486647993,0.193277311,0,0.06302521,-0.52,-0.402,-0.290657,0.5341,0.415503762,1
A0A2K1K630,0.447576384,0.161268091,0.170227429,0.2226051,5.58,0.116,1.71619,0.222296333,#N/A,1
A0A2K1K637,0.467314309,0.138433515,0,0.264116576,3.76,0.237,1.24756,0.19596,0.637218803,1
A0A2K1K642,0.368882466,0.387283237,0.572254335,0.072254335,-0.08,-0.48,0.817312,0.159763333,0.661982844,1
A0A2K1K664,0.471699489,0.190371991,0,0.083150985,2.36,-0.234,1.17138,0.029618667,0.374131419,1
A0A2K1K6D7,0.422725194,0.232510288,0.181069959,0.121399177,5.08,0.05,0.840378,0.102350233,0.643072615,1
A0A2K1K6F4,0.436618754,0.22587269,0.156057495,0.127310062,6.55,0.311,1.63079,0.311805,0.556410595,1
A0A2K1K6H2,0.430253849,0.202247191,0.001872659,0.106741573,2.47,0.047,1.51605,0.100093,0.854781362,1
A0A2K1K6I2,0.413602941,0.279411765,0.547794118,0.158088235,0.74,-0.269,0.238874,0.54245,0.874074338,1
A0A2K1K6I9,0.478163017,0.224452555,0,0,1.43,-0.242,0.764728,0.2714195,0.362345715,1
A0A2K1K6V3,0.41953602,0.263736264,0,0.098901099,-0.29,-0.305,-0.61472,0.294611667,0.670486005,1
A0A2K1K6W0,0.484623244,0.234482759,0,0.087356322,1.18,-0.242,0.959006,0.313181667,0.444925784,1
A0A2K1K713,0.429537954,0.205445545,0.066831683,0.190594059,1.34,0.478,0.659659,0.123315,0.596604626,1
A0A2K1K7H8,0.470893551,0.145454545,0,0.123076923,4.95,0.231,1.01344,0.152475,0.571488475,1
A0A2K1K7T6,0.488121048,0.166666667,0,0,0.06,-0.224,0.71105,0.194378333,0.387208224,1
A0A2K1K813,0.47100636,0.164983165,0,0,0.32,-0.08,0.755662,0.142516667,0.339951822,1
A0A2K1K818,0.401819155,0.144462279,0.364365971,0.314606742,2.48,0.492,0.684211,0.042883383,0.792395388,1
A0A2K1K875,0.437863951,0.196239718,0.118683901,0.16333725,2.46,0.244,0.772635,0.324588333,0.64140412,1
A0A2K1K894,0.458064516,0.265232975,0.186379928,0.193548387,1.05,-0.301,0.0394501,0.367026667,0.487848427,1
A0A2K1K8D7,0.428879362,0.218649518,0.057877814,0.109324759,3.89,0.207,1.11962,0.736833333,0.682890822,1
A0A2K1K8G3,0.438855489,0.176352705,0.0501002,0.168336673,4.13,0.165,0.591703,0.142768167,0.48255786,1
A0A2K1K8K3,0.444502847,0.303547963,0,0.131406045,0.08,-0.303,0.59221,0.048923933,0.614174584,1
A0A2K1K8L5,0.423173923,0.304068522,0.096359743,0.051391863,-0.31,-0.332,0.637998,0.095895667,0.470350003,1
A0A2K1KA33,0.41622739,0.302325581,0.339534884,0.36744186,1.56,-0.271,1.19938,0.167751667,0.66093951,1
A0A2K1KA45,0.400509533,0.23816568,0.419008876,0.171967456,6.36,0.266,2.53174,0.124538333,#N/A,1
A0A2K1KA50,0.429507212,0.231370192,0.014423077,0.111177885,3.92,0.051,2.01975,0.224259,#N/A,1
A0A2K1KA58,0.473388889,0.225,0,0.055,0.27,-0.263,-0.0100953,0.5802,0.64579328,1
A0A2K1KA61,0.404836601,0.223529412,0.576470588,0.441176471,12.25,0.25,6.25166,0.029398167,0.666760706,1
A0A2K1KA96,0.405334219,0.177290837,0.262948207,0.197211155,4.38,0.142,0.368838,0.107989717,0.795221307,1
A0A2K1KAA2,0.415989825,0.17007359,0.165167621,0.203597711,4.21,0.479,1.82947,0.054656367,0.692857283,1
A0A2K1KAI9,0.455147547,0.209222886,0,0.067463706,2.27,0.14,0.850179,0.251451667,0.58737967,1
A0A2K1KAJ9,0.432291667,0.256859756,0.041920732,0.058689024,2.43,0.024,1.54063,0.010393317,#N/A,1
A0A2K1KAK0,0.492918623,0.232394366,0,0,-0.68,-0.33,-0.219679,0.387116667,0.484666051,1
A0A2K1KAL7,0.48165933,0.230492197,0.018007203,0.081632653,1.93,-0.17,0.634518,0.130233333,0.422547529,1
A0A2K1KAM2,0.321233902,0.436657682,0.355795148,0.350404313,0.39,-0.298,1.56528,0.0821555,0.652581266,1
A0A2K1KAN5,0.408371385,0.219178082,0.726027397,0.349315068,9.75,0.267,4.98828,0.022090367,0.619796054,1
A0A2K1KAU3,0.526736111,0.166666667,0,0,,-0.379,-0.458945,0.600966667,0.620259403,1
A0A2K1KAU9,0.447244806,0.279132791,0,0.06504065,2.01,-0.106,1.26585,0.070100367,0.499036265,1
A0A2K1KAV9,0.465371763,0.221804511,0.033834586,0.082706767,1.8,-0.001,0.893387,0.240383667,0.626564745,1
A0A2K1KB14,0.493043685,0.164529915,0.036324786,0.136752137,1.66,0.1,1.35297,0.157947333,0.55114047,1
A0A2K1KB27,0.487159782,0.170028818,0,0.155619597,0.43,-0.071,-0.546258,0.218285,0.470975096,1
A0A2K1KB46,0.421453117,0.245949926,0.11634757,0.11634757,4.5,0.174,2.0006,0.068299667,0.695338466,1
A0A2K1KB66,0.374961312,0.337047354,1,0.339832869,4.66,-0.089,1.35347,0.109750333,0.778394805,1
A0A2K1KBA2,0.416445376,0.194968553,0.090146751,0.300838574,8.5,0.449,3.18034,0.084322417,0.721265463,1
A0A2K1KBA5,0.441223156,0.222689076,0,0.294117647,0.53,-0.03,-0.311746,0.213693333,0.47125516,1
A0A2K1KBA6,0.450306422,0.206235012,0,0.091127098,4.1,0.245,0.341869,0.328946667,0.531577827,1
A0A2K1KBD4,0.385250737,0.166371681,1,0.352212389,5.62,0.547,1.96967,0.073471733,0.736708888,1
A0A2K1KBD9,0.496563574,0.193814433,0.004123711,0.164948454,1.03,-0.122,1.06507,0.383328333,0.476046238,1
A0A2K1KBF8,0.432638889,0.130208333,0.033854167,0.0859375,4.46,0.262,1.2373,0.759733333,0.74187639,1
A0A2K1KBR3,0.424495595,0.309462916,0.194373402,0.237851662,0.71,-0.406,1.57281,0.0847245,0.601418289,1
A0A2K1KBU3,0.472389446,0.20735786,0,0.08361204,0.25,-0.114,0.690418,0.338698333,0.489355717,1
A0A2K1KC75,0.467978395,0.274305556,0,0.423611111,-0.06,-0.378,-1.02381,0.14971,0.696031456,1
A0A2K1KCB0,0.442909761,0.29281768,0,0.093922652,0.45,-0.406,0.841097,0.352683333,0.407453656,1
A0A2K1KCF8,0.405039194,0.279955207,0.124300112,0.191489362,5.02,0.309,0.887865,0.049168833,0.64198835,1
A0A2K1KCJ7,0.518087855,0.224806202,0,0.15503876,,-0.493,-1.67189,0.452033333,0.471193353,1
A0A2K1KCR7,0.387165328,0.388554217,0.130271084,0.067018072,4.29,0.057,0.628638,0.029989017,#N/A,1
A0A2K1KCU0,0.462375479,0.296551724,0.006896552,0.186206897,-0.48,-0.528,-0.272378,0.226833333,0.55199672,1
A0A2K1KCV6,0.465852448,0.260947274,0,0.075960679,1.12,-0.239,0.544526,0.0466835,0.389027442,1
A0A2K1KCW2,0.408862434,0.216269841,0.259920635,0.099206349,1.41,0.068,0.791731,0.367348333,0.763660368,1
A0A2K1KCW3,0.469547325,0.255892256,0,0,-0.42,-0.287,0.688458,0.40095,0.418419908,1
A0A2K1KD11,0.451847079,0.201030928,0.106958763,0.092783505,4.36,0.318,0.842322,0.085565167,#N/A,1
A0A2K1KD89,0.425667528,0.348837209,0.744186047,0.224806202,,-0.542,0.631447,0.496,0.495734088,1
A0A2K1KDT4,0.487493376,0.186009539,0,0.027027027,1.17,-0.069,1.21992,0.157041667,0.239346273,1
A0A2K1KDW8,0.496031746,0.193506494,0,0.054545455,0.81,-0.098,0.428316,0.4701,0.280641859,1
A0A2K1KDY3,0.418346253,0.26744186,0.720930233,0.162790698,,-0.4,-1.30692,0.399033333,0.728156858,1
A0A2K1KDZ1,0.356421744,0.325268817,0.255376344,0.126344086,3.92,-0.015,1.61354,0.267915,0.787456336,1
A0A2K1KE17,0.394444444,0.303149606,0.098425197,0.362204724,6.97,-0.029,0.216004,0.203236667,0.726618254,1
A0A2K1KE31,0.440473325,0.25631769,0.129963899,0.249097473,2.64,-0.06,2.54209,0.124307667,0.70909365,1
A0A2K1KE86,0.388635403,0.266159696,0,0.091254753,2.8,-0.029,1.18703,0.333168333,0.754559459,1
A0A2K1KED6,0.431877489,0.296662546,0.00618047,0.054388133,2.57,-0.122,0.747201,0.167736333,0.594200931,1
A0A2K1KEK5,0.504809619,0.201068804,0.001336005,0.048764195,4.27,-0.192,0.766787,0.10671,#N/A,1
A0A2K1KEL5,0.448941799,0.242857143,0.319047619,0.257142857,0.6,-0.213,-0.117305,0.022254367,0.752283143,1
A0A2K1KER4,0.496272401,0.190322581,0,0.048387097,0.82,-0.3,0.387624,0.424421667,0.581289733,1
A0A2K1KET4,0.469470405,0.196261682,1,0.14953271,,-0.216,-0.52842,0.077458333,0.580715679,1
A0A2K1KEU9,0.456734387,0.239277652,0.058690745,0.069977427,2.97,-0.146,1.33095,0.1130735,0.538998254,1
A0A2K1KF23,0.521676892,0.190184049,0,0.116564417,-0.84,-0.291,0.492923,0.154743333,0.508693419,1
A0A2K1KF48,0.443209877,0.251207729,0,0,1.19,-0.261,0.473614,0.199824167,0.54265779,1
A0A2K1KF55,0.440597819,0.289966924,0,0.10584344,1.92,-0.226,1.07559,0.164795,0.662768744,1
A0A2K1KFF0,0.448940058,0.222039474,0,0.069078947,1.23,-0.098,0.876953,0.038355667,0.282494107,1
A0A2K1KFH9,0.435348756,0.190851735,0.093059937,0.26340694,4.15,0.074,1.67951,0.159701667,0.76702639,1
A0A2K1KFQ3,0.457556478,0.155186722,0,0.219917012,2.54,0.526,0.702637,0.1903365,0.631479339,1
A0A2K1KFW9,0.454688347,0.190243902,0,0.081300813,3.68,0.157,0.261351,0.341599667,0.542146185,1
A0A2K1KFX4,0.463955343,0.234449761,0,0.074162679,0.84,-0.158,0.414692,0.040761167,0.386630921,1
A0A2K1KFZ9,0.457927225,0.236842105,0,0.122807018,0.23,-0.24,-0.237877,0.29325,0.418461123,1
A0A2K1KG07,0.551007147,0.198830409,0,0.409356725,-0.69,-0.448,-0.866041,0.858233333,0.529590298,1
A0A2K1KG15,0.459177409,0.179558011,0,0.20441989,0.75,-0.121,-0.841521,0.345551667,0.641385552,1
A0A2K1KG70,0.465158964,0.244837758,0.004424779,0.044247788,0.57,-0.179,0.822785,0.188769167,0.454790518,1
A0A2K1KG93,0.553317721,0.119437939,0,0.100702576,1.28,-0.154,-0.038029,0.6378,0.420127736,1
A0A2K1KGC8,0.459646406,0.218350755,0,0.06504065,-0.09,0.012,0.50555,0.2164995,0.409601561,1
A0A2K1KGE7,0.437547105,0.198355601,0.043165468,0.130524152,3.76,0.222,0.903645,0.0149059,0.596427986,1
A0A2K1KGQ2,0.508106219,0.160377358,0,0.103773585,1.08,-0.215,0.786373,0.375368333,0.551618629,1
A0A2K1KGZ2,0.476285826,0.223792697,0.037691402,0.061248528,0.75,-0.231,0.471801,0.203486667,0.428283431,1
A0A2K1KH12,0.468763617,0.24754902,0,0,1.2,-0.217,0.580954,0.69035,0.427105875,1
A0A2K1KHD1,0.433153315,0.114311431,0.02430243,0.169216922,2.68,0.504,1.31525,0.168918417,0.712784012,1
A0A2K1KHF0,0.369679012,0.437777778,0.735555556,0.535555556,0.86,-0.539,1.14951,0.1763755,0.804297354,1
A0A2K1KHM4,0.42852952,0.267326733,0.115511551,0.313531353,5.8,-0.067,3.30275,0.064267067,0.737797387,1
A0A2K1KI22,0.437837838,0.304054054,0.506756757,0.385135135,-1.22,-0.345,1.66168,0.315316667,0.626975547,1
A0A2K1KI23,0.430581638,0.204225352,0,0.012910798,1.96,0.201,0.712047,0.179692167,0.564341779,1
A0A2K1KI41,0.43075791,0.264900662,0.218543046,0.400662252,5.39,-0.083,3.35323,0.0654663,0.740982804,1
A0A2K1KIB0,0.5077983,0.201846966,0.024406332,0.071899736,1.54,-0.119,0.693277,0.060256667,#N/A,1
A0A2K1KID3,0.443328684,0.199790795,0.057531381,0.077405858,5.12,0.17,1.1173,0.02090145,0.590566557,1
A0A2K1KIE0,0.426638773,0.213389121,0.305439331,0.142259414,0.73,0.082,1.03769,0.233727833,0.777789128,1
A0A2K1KIM6,0.462222222,0.338461538,1,0.215384615,,-0.588,-0.465103,0.7381,0.454020418,1
A0A2K1KIP2,0.482680776,0.207142857,0,0.05952381,1.37,0.128,0.5976,0.12293,#N/A,1
A0A2K1KIU7,0.487619048,0.234013605,0,0.016326531,1.19,-0.306,0.863052,0.036291,0.317348944,1
A0A2K1KIY7,0.428509905,0.205426357,0.112403101,0,2.03,-0.026,0.900133,0.077035083,0.677176899,1
A0A2K1KJ45,0.439958848,0.201851852,0,0.105555556,3.7,-0.047,0.163714,0.392218333,0.544111363,1
A0A2K1KJ93,0.448639926,0.242738589,0.070539419,0,3.59,-0.083,0.401771,0.096341667,0.578681944,1
A0A2K1KJM2,0.443321237,0.188180404,0.076205288,0.278382582,2.92,0.069,1.4829,0.08801,0.769432811,1
A0A2K1KJR3,0.380751174,0.274647887,0.285915493,0.194366197,7.63,0.192,2.11737,0.141275667,0.620024064,1
A0A2K1KJS5,0.346491228,0.438596491,0.881578947,0.285087719,-0.75,-0.428,0.911813,0.324365,0.72762655,1
A0A2K1KJY1,0.489141414,0.244318182,0.153409091,0.232954545,0.49,-0.401,0.207036,0.303416667,0.651606254,1
A0A2K1KKC6,0.41814475,0.266055046,0,0.114678899,1.77,-0.097,0.976975,0.342941667,0.730574002,1
A0A2K1KKF4,0.401334167,0.228893058,0.577861163,0.123827392,3.1,0.044,1.26466,0.361746667,0.809482349,1
A0A2K1KKG4,0.433145804,0.324894515,0.232067511,0.029535865,0.93,-0.411,0.828878,0.420616667,0.589642799,1
A0A2K1KKH5,0.489593114,0.267605634,0,0,-1.84,-0.595,-1.25559,0.727133333,0.532068116,1
A0A2K1KKP8,0.514587594,0.17791411,0,0.312883436,-0.63,-0.28,0.397295,0.103859167,0.500003855,1
A0A2K1KKR9,0.496605931,0.167202572,0,0.022508039,1.18,-0.213,0.488185,0.405211667,0.532627447,1
A0A2K1KKS0,0.456521164,0.227380952,0,0.04047619,3.42,-0.17,1.60955,0.069359,0.450423279,1
A0A2K1KKS3,0.488080808,0.272727273,1,0,,,-1.75075,0.421416667,0.701083923,1
A0A2K1KKV9,0.444109195,0.224137931,0,0.038793103,1.03,-0.236,0.507608,0.481843333,0.562139059,1
A0A2K1KKX8,0.406383517,0.300341297,0.085324232,0.078498294,4.35,0.074,1.03539,0.232034,0.618878516,1
A0A2K1KKZ2,0.452312312,0.189189189,0,0.064864865,2.07,-0.053,-0.489917,0.4712,0.619433801,1
A0A2K1KL96,0.434389671,0.242957746,0.116197183,0.306338028,2.06,-0.034,2.65366,0.1152105,0.714924115,1
